id,test_id,tool,severity,active,verified,is_mitigated,sla_expiration_date,cwe,title
300,6,ZAP Scan,Low,True,False,False,2026-08-07,693,Cross-Origin-Opener-Policy Header Missing or Invalid
301,6,ZAP Scan,Low,True,False,False,2026-08-07,749,Dangerous JS Functions
302,6,ZAP Scan,Low,True,False,False,2026-08-07,16,Deprecated Feature Policy Header Set
303,6,ZAP Scan,Low,True,False,False,2026-08-07,497,Timestamp Disclosure - Unix
173,4,Nuclei Scan,Info,True,False,False,,200,Public Swagger API - Detect
208,5,Anchore Grype,Info,True,False,False,,0,CVE-2018-20796 in libc6:2.36-9+deb12u10
219,5,Anchore Grype,Info,True,False,False,,0,CVE-2019-9192 in libc6:2.36-9+deb12u10
220,5,Anchore Grype,Info,True,False,False,,0,CVE-2019-1010025 in libc6:2.36-9+deb12u10
237,5,Anchore Grype,Info,True,False,False,,0,CVE-2019-1010024 in libc6:2.36-9+deb12u10
251,5,Anchore Grype,Info,True,False,False,,0,CVE-2010-4756 in libc6:2.36-9+deb12u10
254,5,Anchore Grype,Info,True,False,False,,0,CVE-2019-1010023 in libc6:2.36-9+deb12u10
276,5,Anchore Grype,Info,True,False,False,,0,CVE-2019-1010022 in libc6:2.36-9+deb12u10
287,5,Anchore Grype,Info,True,False,False,,0,CVE-2025-27587 in libssl3:3.0.17-1~deb12u2
288,5,Anchore Grype,Info,True,False,False,,0,CVE-2022-27943 in gcc-12-base:12.2.0-14+deb12u1
289,5,Anchore Grype,Info,True,False,False,,0,CVE-2022-27943 in libgcc-s1:12.2.0-14+deb12u1
290,5,Anchore Grype,Info,True,False,False,,0,CVE-2022-27943 in libgomp1:12.2.0-14+deb12u1
291,5,Anchore Grype,Info,True,False,False,,0,CVE-2022-27943 in libstdc++6:12.2.0-14+deb12u1
304,6,ZAP Scan,Info,True,False,False,,0,Modern Web Application
305,6,ZAP Scan,Info,True,False,False,,524,Non-Storable Content
306,6,ZAP Scan,Info,True,False,False,,524,Storable and Cacheable Content
307,6,ZAP Scan,Info,True,False,False,,524,Storable but Non-Cacheable Content
